sentence_id	source	text
348	[TopCV] Tester /QA Engineer - Công ty TNHH Smartbooks	- Phát hiện, ghi nhận và theo dõi lỗi phát sinh trong quá trình kiểm thử.
349	[TopCV] Tester /QA Engineer - Công ty TNHH Smartbooks	- Phối hợp với nhóm phát triển để xác minh lỗi và kiểm thử lại sau khi sửa lỗi (Retest).
350	[TopCV] Tester /QA Engineer - Công ty TNHH Smartbooks	• Đảm bảo hệ thống đáp ứng đầy đủ yêu cầu chức năng và nghiệp vụ.
351	[TopCV] Tester /QA Engineer - Công ty TNHH Smartbooks	• Đảm bảo chất lượng phần mềm trước khi triển khai UAT hoặc Go-live.
352	[TopCV] Tester /QA Engineer - Công ty TNHH Smartbooks	• Theo dõi vòng đời lỗi (Bug Lifecycle); review Test Case và góp phần cải tiến chất lượng kiểm thử.
353	[TopCV] Tester /QA Engineer - Công ty TNHH Smartbooks	• Phân tích kết quả kiểm thử và lập báo cáo đánh giá chất lượng hệ thống.
354	[TopCV] Tester /QA Engineer - Công ty TNHH Smartbooks	• Đảm bảo các lỗi nghiêm trọng được xử lý trước khi nghiệm thu.
355	[TopCV] Tester /QA Engineer - Công ty TNHH Smartbooks	• Phối hợp với nhóm BA, Dev và vận hành trong suốt quá trình kiểm thử; sẵn sàng hỗ trợ, chia sẻ kinh nghiệm với đồng đội khi cần.
356	[TopCV] Manual Tester - CÔNG TY CỔ PHẦN POWERGATE SOFTWARE	Analyze/ review product requirements
357	[TopCV] Manual Tester - CÔNG TY CỔ PHẦN POWERGATE SOFTWARE	Reading technical documents in English well.
358	[TopCV] Manual Tester - CÔNG TY CỔ PHẦN POWERGATE SOFTWARE	Write/ review detailed test cases/ scripts and perform testing on Web Application
359	[TopCV] Manual Tester - CÔNG TY CỔ PHẦN POWERGATE SOFTWARE	Analyze Business Requirements, develops test cases and executes manual testing
360	[TopCV] Manual Tester - CÔNG TY CỔ PHẦN POWERGATE SOFTWARE	Report/ manage defects
361	[TopCV] Manual Tester - CÔNG TY CỔ PHẦN POWERGATE SOFTWARE	Understand use cases
362	[TopCV] Manual Tester - CÔNG TY CỔ PHẦN POWERGATE SOFTWARE	Pay close attention to details of User Experience
363	[TopCV] Manual Tester - CÔNG TY CỔ PHẦN POWERGATE SOFTWARE	Writes/analyze user stories
364	[TopCV] Manual Tester - CÔNG TY CỔ PHẦN POWERGATE SOFTWARE	At least 3 years of software testing experience.
365	[TopCV] Manual Tester - CÔNG TY CỔ PHẦN POWERGATE SOFTWARE	Having Good knowledge of Software Testing process
366	[TopCV] Manual Tester - CÔNG TY CỔ PHẦN POWERGATE SOFTWARE	Careful, highly organized and self-learning attitude
367	[TopCV] Manual Tester - CÔNG TY CỔ PHẦN POWERGATE SOFTWARE	Capable of working in a team and under high pressure.
368	[TopCV] Manual Tester - CÔNG TY CỔ PHẦN POWERGATE SOFTWARE	Good at presentation, report writing skills, communication skills, problem-solving skills, analytical skills, attention to details
369	[TopCV] Manual Tester - CÔNG TY CỔ PHẦN POWERGATE SOFTWARE	Have a high sense of responsibility
370	[TopCV] Manual Tester - CÔNG TY CỔ PHẦN POWERGATE SOFTWARE	Attitude to learn new technologies quickly.
371	[TopCV] Manual Tester - CÔNG TY CỔ PHẦN POWERGATE SOFTWARE	Experience working in an Agile/Scrum environment;
372	[TopCV] Manual Tester - CÔNG TY CỔ PHẦN POWERGATE SOFTWARE	Pay close attention to details of User Experience;
373	[TopCV] Manual Tester - CÔNG TY CỔ PHẦN POWERGATE SOFTWARE	Be familiar with testing cross-platform/browser web applications.
374	[TopCV] Manual Tester - CÔNG TY CỔ PHẦN POWERGATE SOFTWARE	It Would Be Nice If You Have
375	[TopCV] Manual Tester - CÔNG TY CỔ PHẦN POWERGATE SOFTWARE	Experience using SQL on access data for testing, preparing test data.
376	[TopCV] Manual Tester - CÔNG TY CỔ PHẦN POWERGATE SOFTWARE	Experience to use Test performance, Load test tool
377	[TopCV] Manual Tester - CÔNG TY CỔ PHẦN POWERGATE SOFTWARE	Cybersecurity domain experience, including file security, device security, network security, etc.
378	[TopCV] IT Automation Developer / RPA Developer - CÔNG TY TNHH A.S.T.R	Chúng tôi đang tìm kiếm một IT Automation Developer có tư duy tự động hóa và khả năng phát triển các công cụ phục vụ hoạt động nội bộ.
379	[TopCV] IT Automation Developer / RPA Developer - CÔNG TY TNHH A.S.T.R	Công việc chính là phân tích các quy trình đang được thực hiện thủ công, xây dựng Bot/Automation để giảm thao tác lặp lại, đồng thời phát triển và bảo trì các ứng dụng/web nội bộ khi có nhu cầu.
380	[TopCV] IT Automation Developer / RPA Developer - CÔNG TY TNHH A.S.T.R	A. Phát triển Automation / Bot
381	[TopCV] IT Automation Developer / RPA Developer - CÔNG TY TNHH A.S.T.R	Phân tích các quy trình nghiệp vụ nội bộ và xác định các công đoạn có thể tự động hóa.
382	[TopCV] IT Automation Developer / RPA Developer - CÔNG TY TNHH A.S.T.R	Thiết kế và phát triển các Bot nhằm tự động hóa các thao tác trên Website/Web system, Excel và các file dữ liệu, Email, hệ thống quản lý nội bộ và các phần mềm/web application khác.
383	[TopCV] IT Automation Developer / RPA Developer - CÔNG TY TNHH A.S.T.R	Phát triển automation bằng Python và các framework/thư viện phù hợp.
384	[TopCV] IT Automation Developer / RPA Developer - CÔNG TY TNHH A.S.T.R	Tự động hóa các công việc như thu thập và xử lý dữ liệu; đọc/ghi/chỉnh sửa Excel; đăng nhập và thao tác trên Web; Download/Upload file; gửi và xử lý email; kiểm tra, đối chiếu và tổng hợp dữ liệu; tự động nhập dữ liệu vào hệ thống.
385	[TopCV] IT Automation Developer / RPA Developer - CÔNG TY TNHH A.S.T.R	Theo dõi hoạt động của Bot, xử lý lỗi và cải thiện độ ổn định.
386	[TopCV] IT Automation Developer / RPA Developer - CÔNG TY TNHH A.S.T.R	Bảo trì, nâng cấp các Bot hiện có khi hệ thống hoặc quy trình nghiệp vụ thay đổi.
387	[TopCV] IT Automation Developer / RPA Developer - CÔNG TY TNHH A.S.T.R	B. Phát triển App / Web nội bộ
388	[TopCV] IT Automation Developer / RPA Developer - CÔNG TY TNHH A.S.T.R	Phát triển các ứng dụng hoặc website nội bộ theo nhu cầu thực tế của công ty.
389	[TopCV] IT Automation Developer / RPA Developer - CÔNG TY TNHH A.S.T.R	Xây dựng các tool hỗ trợ nhân viên trong công việc hằng ngày.
390	[TopCV] IT Automation Developer / RPA Developer - CÔNG TY TNHH A.S.T.R	Thiết kế giao diện đơn giản, dễ sử dụng cho người dùng nội bộ.
391	[TopCV] IT Automation Developer / RPA Developer - CÔNG TY TNHH A.S.T.R	Phát triển các chức năng xử lý dữ liệu, tìm kiếm, nhập liệu, báo cáo và quản lý thông tin.
392	[TopCV] IT Automation Developer / RPA Developer - CÔNG TY TNHH A.S.T.R	Kết nối App/Web với database hoặc các hệ thống khác khi cần.
393	[TopCV] IT Automation Developer / RPA Developer - CÔNG TY TNHH A.S.T.R	Maintain và nâng cấp các ứng dụng đã triển khai.
394	[TopCV] IT Automation Developer / RPA Developer - CÔNG TY TNHH A.S.T.R	C. Phân tích và cải tiến quy trình
395	[TopCV] IT Automation Developer / RPA Developer - CÔNG TY TNHH A.S.T.R	Trao đổi trực tiếp với các bộ phận nghiệp vụ để tìm hiểu quy trình.
396	[TopCV] IT Automation Developer / RPA Developer - CÔNG TY TNHH A.S.T.R	Phân tích các công việc thủ công, repetitive và tốn thời gian.
397	[TopCV] IT Automation Developer / RPA Developer - CÔNG TY TNHH A.S.T.R	Đề xuất phương án cải tiến bằng Automation/IT.
398	[TopCV] IT Automation Developer / RPA Developer - CÔNG TY TNHH A.S.T.R	Đo lường hiệu quả sau khi triển khai Bot, ví dụ: giảm thời gian xử lý, giảm số lượng thao tác thủ công, giảm lỗi do nhập liệu và giảm workload cho nhân viên.
399	[TopCV] IT Automation Developer / RPA Developer - CÔNG TY TNHH A.S.T.R	Viết tài liệu hướng dẫn sử dụng và tài liệu kỹ thuật cho các hệ thống/Bot.
400	[TopCV] IT Automation Developer / RPA Developer - CÔNG TY TNHH A.S.T.R	Bắt buộc:
401	[TopCV] IT Automation Developer / RPA Developer - CÔNG TY TNHH A.S.T.R	Có kinh nghiệm lập trình thực tế, Không yêu cầu ứng viên phải có kinh nghiệm RPA chuyên sâu nếu có nền tảng lập trình tốt và tư duy Automation.
402	[TopCV] IT Automation Developer / RPA Developer - CÔNG TY TNHH A.S.T.R	Có thể tuyển ứng viên ở các level: Junior / Mid-level.
403	[TopCV] IT Automation Developer / RPA Developer - CÔNG TY TNHH A.S.T.R	Có kiến thức, xử lý dữ liệu và kinh nghiệm sử dụng Python
404	[TopCV] IT Automation Developer / RPA Developer - CÔNG TY TNHH A.S.T.R	Có khả năng đọc hiểu và thao tác với Excel.
405	[TopCV] IT Automation Developer / RPA Developer - CÔNG TY TNHH A.S.T.R	Có tư duy logic và khả năng phân tích quy trình.
406	[TopCV] IT Automation Developer / RPA Developer - CÔNG TY TNHH A.S.T.R	Có khả năng tự tìm hiểu, debug và giải quyết vấn đề.
407	[TopCV] IT Automation Developer / RPA Developer - CÔNG TY TNHH A.S.T.R	Có tinh thần chủ động và chịu trách nhiệm với sản phẩm mình phát triển.
408	[TopCV] IT Automation Developer / RPA Developer - CÔNG TY TNHH A.S.T.R	Ưu tiên: Không bắt buộc phải biết tất cả các công nghệ trên. Công ty ưu tiên ứng viên có nền tảng lập trình tốt, tư duy automation và khả năng học công nghệ mới.
409	[TopCV] IT Automation Developer / RPA Developer - CÔNG TY TNHH A.S.T.R	Python
410	[TopCV] IT Automation Developer / RPA Developer - CÔNG TY TNHH A.S.T.R	Selenium / Playwright
411	[TopCV] IT Automation Developer / RPA Developer - CÔNG TY TNHH A.S.T.R	Pandas
412	[TopCV] IT Automation Developer / RPA Developer - CÔNG TY TNHH A.S.T.R	OpenPyXL / XlsxWriter
413	[TopCV] IT Automation Developer / RPA Developer - CÔNG TY TNHH A.S.T.R	PyAutoGUI
414	[TopCV] IT Automation Developer / RPA Developer - CÔNG TY TNHH A.S.T.R	FastAPI / Flask / Django
415	[TopCV] IT Automation Developer / RPA Developer - CÔNG TY TNHH A.S.T.R	HTML / CSS / JavaScript
416	[TopCV] IT Automation Developer / RPA Developer - CÔNG TY TNHH A.S.T.R	React / Vue
417	[TopCV] IT Automation Developer / RPA Developer - CÔNG TY TNHH A.S.T.R	SQL / MySQL / PostgreSQL
418	[TopCV] IT Automation Developer / RPA Developer - CÔNG TY TNHH A.S.T.R	Git / GitHub / GitLab
419	[TopCV] IT Automation Developer / RPA Developer - CÔNG TY TNHH A.S.T.R	REST API
420	[TopCV] IT Automation Developer / RPA Developer - CÔNG TY TNHH A.S.T.R	Docker
421	[TopCV] IT Automation Developer / RPA Developer - CÔNG TY TNHH A.S.T.R	Windows automation
422	[TopCV] IT Automation Developer / RPA Developer - CÔNG TY TNHH A.S.T.R	RPA / Process Automation
423	[ITviec] QA Automation Tester - CO-WELL ASIA	Thực hiện các công việc liên quan đến kiểm thử tự động trong các dự án.
424	[ITviec] QA Automation Tester - CO-WELL ASIA	Thực hiện estimate, lên schedule, đảm bảo năng suất, chất lượng kiểm thử tự động của dự án.
425	[ITviec] QA Automation Tester - CO-WELL ASIA	Thực hiện công việc xây dựng/chạy/report kịch bản kiểm thử tự động một cách độc lập.
426	[ITviec] QA Automation Tester - CO-WELL ASIA	Chủ động trong việc phân tích kết quả kiểm thử để xác định và cải thiện vấn đề
427	[ITviec] QA Automation Tester - CO-WELL ASIA	Có từ 3 năm kinh nghiệm trong lĩnh vực automation test mạnh về DB, API và Mobile
428	[ITviec] QA Automation Tester - CO-WELL ASIA	Tinh thần không ngại thay đổi tool/ framework/ ngôn ngữ
429	[ITviec] QA Automation Tester - CO-WELL ASIA	Có kinh nghiệm CI/CD với Jenkins hoặc tương tự
430	[ITviec] QA Automation Tester - CO-WELL ASIA	Có kinh nghiệm sử dụng các tool/framework: Karate, Selenium, Appium, Serenity BDD,…
431	[ITviec] QA Automation Tester - CO-WELL ASIA	Có kinh nghiệm lập trình: Java hoặc JavaScript/Typescript
432	[ITviec] QA Automation Tester - CO-WELL ASIA	Có kinh nghiệm với SQL (MySQL, SQL Server,..)
433	[ITviec] QA Automation Tester - CO-WELL ASIA	Có kinh nghiệm quản lý mã nguồn với GIT hoặc tương tự
434	[ITviec] QA Automation Tester - CO-WELL ASIA	Hiểu biết về quy trình test, chiến lược và kỹ thuật test phần mềm, tạo tài liệu test tốt.
435	[ITviec] QA Automation Tester - CO-WELL ASIA	Đọc hiểu các tài liệu yêu cầu nghiệp vụ, đặc tả hệ thống, các tài liệu dự án liên quan
436	[ITviec] QA Automation Tester - CO-WELL ASIA	Ưu tiên ứng viên có kinh nghiệm với domain banking, Life Insurance hoặc Fintech
437	[ITviec] Mobile/Web Tester (QA/QC) - INTOWELL	We are looking for a QA / Tester to join our team working on Mobile & Web applications with AI-powered features. You will ensure product quality, reliability, and user experience across platforms.
438	[ITviec] Mobile/Web Tester (QA/QC) - INTOWELL	Key Responsibilities
439	[ITviec] Mobile/Web Tester (QA/QC) - INTOWELL	Perform Manual Testing for Web & Mobile (iOS, Android)
440	[ITviec] Mobile/Web Tester (QA/QC) - INTOWELL	Analyze User Stories, Use Cases, Requirements
441	[ITviec] Mobile/Web Tester (QA/QC) - INTOWELL	Design & execute Test Plans, Test Cases, Test Scenarios
442	[ITviec] Mobile/Web Tester (QA/QC) - INTOWELL	Conduct Functional, Integration, System, Regression Testing
443	[ITviec] Mobile/Web Tester (QA/QC) - INTOWELL	Collaborate with Developers, Product Managers, Designers
444	[ITviec] Mobile/Web Tester (QA/QC) - INTOWELL	Improve QA Process, Test Coverage, Documentation
445	[ITviec] Mobile/Web Tester (QA/QC) - INTOWELL	Your skills and experience
446	[ITviec] Mobile/Web Tester (QA/QC) - INTOWELL	Bachelor’s degree in IT / Computer Science
447	[ITviec] Mobile/Web Tester (QA/QC) - INTOWELL	1+ year experience in Software Testing
448	[ITviec] Mobile/Web Tester (QA/QC) - INTOWELL	Experience with Mobile & Web Testing
449	[ITviec] Mobile/Web Tester (QA/QC) - INTOWELL	Strong skills in Test Case Writing & Bug Reporting
450	[ITviec] Mobile/Web Tester (QA/QC) - INTOWELL	Familiar with Jira / Redmine / Bug Tracking Tools
451	[ITviec] Mobile/Web Tester (QA/QC) - INTOWELL	Basic English communication skills (reading and writing)
452	[ITviec] Mobile/Web Tester (QA/QC) - INTOWELL	Experience with AI Applications, API Testing (Postman, Swagger)
453	[ITviec] Mobile/Web Tester (QA/QC) - INTOWELL	Basic SQL / Data Validation
454	[ITviec] Mobile/Web Tester (QA/QC) - INTOWELL	ISTQB Certification
455	[ITviec] Mobile/Web Tester (QA/QC) - INTOWELL	Automation Testing (Selenium, Appium)
456	[ITviec] Manual QA Tester (Japanese N3) - Cube System Việt Nam	Phân tích yêu cầu, tài liệu thiết kế và đặc tả chức năng để xác định phạm vi kiểm thử.
457	[ITviec] Manual QA Tester (Japanese N3) - Cube System Việt Nam	Thiết kế và thực hiện Test Case, Test Scenario, Checklist và Test Data.
458	[ITviec] Manual QA Tester (Japanese N3) - Cube System Việt Nam	Thực hiện Functional Test, Integration Test, System Test và Regression Test cho các sản phẩm Web, Desktop và Mobile.
459	[ITviec] Manual QA Tester (Japanese N3) - Cube System Việt Nam	Phát hiện, ghi nhận, theo dõi và xác nhận lỗi sau khi sửa.
460	[ITviec] Manual QA Tester (Japanese N3) - Cube System Việt Nam	Phối hợp với BA, Developer và khách hàng để làm rõ yêu cầu, xử lý các vấn đề phát sinh.
461	[ITviec] Manual QA Tester (Japanese N3) - Cube System Việt Nam	Trao đổi với khách hàng Nhật về yêu cầu, tiến độ và kết quả kiểm thử.
462	[ITviec] Manual QA Tester (Japanese N3) - Cube System Việt Nam	Tham gia review Test Case/Test Report và đóng góp ý kiến để nâng cao chất lượng sản phẩm.
463	[ITviec] Manual QA Tester (Japanese N3) - Cube System Việt Nam	Đề xuất các cải tiến trong quá trình kiểm thử.
464	[ITviec] Manual QA Tester (Japanese N3) - Cube System Việt Nam	Từ 2 - 3 năm kinh nghiệm trong lĩnh vực Software Testing/QA
465	[ITviec] Manual QA Tester (Japanese N3) - Cube System Việt Nam	Có kinh nghiệm thiết kế Test Case, Test Scenario, Test Data, thực hiện Functional, Integration, System và Regression Testing.
466	[ITviec] Manual QA Tester (Japanese N3) - Cube System Việt Nam	Có kinh nghiệm kiểm thử Web/Desktop/Mobile và quản lý lỗi trên Jira, Redmine, Backlog hoặc tương đương.
467	[ITviec] Manual QA Tester (Japanese N3) - Cube System Việt Nam	Hiểu rõ SDLC/STLC, có kỹ năng phân tích yêu cầu và xử lý vấn đề.
468	[ITviec] Manual QA Tester (Japanese N3) - Cube System Việt Nam	Tiếng Nhật N3 hoặc tương đương, có khả năng đọc hiểu tài liệu và trao đổi công việc với khách hàng Nhật.
469	[ITviec] Manual QA Tester (Japanese N3) - Cube System Việt Nam	Có kỹ năng giao tiếp, làm việc nhóm; kinh nghiệm review Test Case, mentoring, SQL, API Testing là lợi thế.
470	[TopCV] Software Engineer (Golang/Python/Java/.NET) - Viettel IDC	1. Tham gia các team Agile thiết kế, lập trình xây dựng các sản phẩm Cloud (Cloud Management; Automation & Sefl Service,) hoặc sản phẩm nội bộ ...... sử dụng ngôn ngữ lập trình như: Golang/Python/Java/.NET
471	[TopCV] Software Engineer (Golang/Python/Java/.NET) - Viettel IDC	2. Quản trị, nâng cấp, sửa lỗi các công cụ phần mềm đã lập trình và được phân công tiếp nhận
472	[TopCV] Software Engineer (Golang/Python/Java/.NET) - Viettel IDC	3. Thực hiện review code, tối ưu source, fix bug
473	[TopCV] Software Engineer (Golang/Python/Java/.NET) - Viettel IDC	4. Tham gia thiết kế CSDL, mô hình hệ thống CNTT trong Công ty
474	[TopCV] Software Engineer (Golang/Python/Java/.NET) - Viettel IDC	Tốt nghiệp Đại học chuyên ngành CNTT/chuyên ngành liên quan, ưu tiên các trường Bách Khoa, Công nghệ,.. hoặc tốt nghiệp nước ngoài
475	[TopCV] Software Engineer (Golang/Python/Java/.NET) - Viettel IDC	Từ 3 năm kinh nghiệm trở lên vị trí fullstack
476	[TopCV] Software Engineer (Golang/Python/Java/.NET) - Viettel IDC	Tiếng Anh cơ bản (Toeic ≥ 550 điểm hoặc tương đương)
477	[TopCV] Software Engineer (Golang/Python/Java/.NET) - Viettel IDC	Kiến thức về quy trình phát triển phần mềm, lập trình an toàn
478	[TopCV] Software Engineer (Golang/Python/Java/.NET) - Viettel IDC	Biết sử dụng tối thiểu 01 loại ngôn ngữ lập trình Golang/Python/Java/.NET
479	[TopCV] Software Engineer (Golang/Python/Java/.NET) - Viettel IDC	Biết sử dụng, làm việc với ít nhất 1 hệ quản trị CSDL (My SQL, SQL Server, Oracle, Mongo, Maria)
480	[TopCV] Software Engineer (Golang/Python/Java/.NET) - Viettel IDC	Có kinh nghiệm tham gia thiết kế hệ thống, API & theo tiêu chuẩn SDK
481	[TopCV] Software Engineer (Golang/Python/Java/.NET) - Viettel IDC	Ưu tiên có kinh nghiệm triển khai sản phầm trên nền tảng Cloud, đã làm việc với mô hình Microservice,.
482	[TopCV] DevOps Engineer - Công Ty TNHH LG CNS VIỆT NAM	Design scalable, secure, and maintainable application architecture for on-premises and/or public cloud environments.
483	[TopCV] DevOps Engineer - Công Ty TNHH LG CNS VIỆT NAM	Define standard deployment patterns (VM-based, container-based, Kubernetes-based) and guide teams on best-fit approaches.
484	[TopCV] DevOps Engineer - Công Ty TNHH LG CNS VIỆT NAM	Build and maintain CI/CD pipelines and reusable templates to improve delivery speed, quality, and traceability.
485	[TopCV] DevOps Engineer - Công Ty TNHH LG CNS VIỆT NAM	Install, configure, and harden middleware components (Nginx/Apache HTTPD/Tomcat), including TLS and routing best practices.
486	[TopCV] DevOps Engineer - Công Ty TNHH LG CNS VIỆT NAM	Establish and promote architecture standards, security guidelines, and design principles (secrets handling, least privilege, secure defaults).
487	[TopCV] DevOps Engineer - Công Ty TNHH LG CNS VIỆT NAM	Produce and maintain architecture documentation (diagrams, ADRs, runbooks, deployment guides).
488	[TopCV] DevOps Engineer - Công Ty TNHH LG CNS VIỆT NAM	Collaborate with development, QA, product, and operations teams to ensure smooth releases and stable operations.
489	[TopCV] DevOps Engineer - Công Ty TNHH LG CNS VIỆT NAM	Contribute to an AI Agent solution development project.
490	[TopCV] DevOps Engineer - Công Ty TNHH LG CNS VIỆT NAM	Proven ability to design application architecture and deliver modern applications in On-premises and/or Public Cloud environments.
491	[TopCV] DevOps Engineer - Công Ty TNHH LG CNS VIỆT NAM	Working knowledge of CI/CD using tools such as GitLab CI, Jenkins, GitHub Actions, Argo CD/GitOps, or equivalent.
492	[TopCV] DevOps Engineer - Công Ty TNHH LG CNS VIỆT NAM	Ability to install and configure at least one middleware stack (Nginx, Apache HTTP Server, Apache Tomcat).
493	[TopCV] DevOps Engineer - Công Ty TNHH LG CNS VIỆT NAM	Capability to deploy applications on at least one of: on-premises servers, public cloud, containers, Kubernetes.
494	[TopCV] DevOps Engineer - Công Ty TNHH LG CNS VIỆT NAM	Familiarity with artifact/container registries (e.g., Nexus Repository, Harbor, Docker Registry) including publishing, versioning, and access control.
495	[TopCV] DevOps Engineer - Công Ty TNHH LG CNS VIỆT NAM	Understanding Linux fundamentals and basic networking (DNS, HTTP/HTTPS, TLS).
496	[TopCV] DevOps Engineer - Công Ty TNHH LG CNS VIỆT NAM	Strong communication skills and effective collaboration with developers.
497	[TopCV] DevOps Engineer - Công Ty TNHH LG CNS VIỆT NAM	Intermediate English communication skills (speaking)
498	[TopCV] Senior DevOps / Cloud Infrastructure Engineer - CÔNG TY TNHH VODAPLAY VIỆT NAM	Về sản phẩm
499	[TopCV] Senior DevOps / Cloud Infrastructure Engineer - CÔNG TY TNHH VODAPLAY VIỆT NAM	Chúng tôi đang xây dựng nền tảng AI Agent phục vụ Social Marketing và E-commerce, giúp doanh nghiệp tự động hóa quá trình tạo, quản lý và phân phối nội dung đa phương tiện trên nhiều nền tảng.
500	[TopCV] Senior DevOps / Cloud Infrastructure Engineer - CÔNG TY TNHH VODAPLAY VIỆT NAM	Hệ thống được xây dựng theo kiến trúc Microservices & Cloud-Native, vận hành trên AWS và hướng tới khả năng mở rộng lớn, độ ổn định cao và khả năng xử lý các workload AI/ML.
501	[TopCV] Senior DevOps / Cloud Infrastructure Engineer - CÔNG TY TNHH VODAPLAY VIỆT NAM	Bạn sẽ tham gia trực tiếp vào việc xây dựng và vận hành Cloud Infrastructure / Platform cho hệ thống, đồng thời đóng vai trò quan trọng trong việc nâng cao độ ổn định, khả năng mở rộng, bảo mật và hiệu quả chi phí của toàn bộ nền tảng.
502	[TopCV] Senior DevOps / Cloud Infrastructure Engineer - CÔNG TY TNHH VODAPLAY VIỆT NAM	Trách nhiệm chính
503	[TopCV] Senior DevOps / Cloud Infrastructure Engineer - CÔNG TY TNHH VODAPLAY VIỆT NAM	Thiết kế, triển khai và vận hành hạ tầng AWS cho Development, Staging và Production, đảm bảo scalability, reliability, security và cost efficiency.
504	[TopCV] Senior DevOps / Cloud Infrastructure Engineer - CÔNG TY TNHH VODAPLAY VIỆT NAM	Quản lý và tối ưu Kubernetes / Amazon EKS, Helm và application lifecycle.
505	[TopCV] Senior DevOps / Cloud Infrastructure Engineer - CÔNG TY TNHH VODAPLAY VIỆT NAM	Xây dựng và quản lý Infrastructure as Code với Terraform, chuẩn hóa infrastructure giữa các môi trường.
506	[TopCV] Senior DevOps / Cloud Infrastructure Engineer - CÔNG TY TNHH VODAPLAY VIỆT NAM	Xây dựng và cải tiến CI/CD Pipeline với GitLab CI/CD và triển khai GitOps với ArgoCD.
507	[TopCV] Senior DevOps / Cloud Infrastructure Engineer - CÔNG TY TNHH VODAPLAY VIỆT NAM	Xây dựng hệ thống Monitoring, Logging, Alerting & Observability cho Production.
508	[TopCV] Senior DevOps / Cloud Infrastructure Engineer - CÔNG TY TNHH VODAPLAY VIỆT NAM	Điều tra, xử lý Production incidents, thực hiện RCA, cải thiện reliability và giảm MTTR.
509	[TopCV] Senior DevOps / Cloud Infrastructure Engineer - CÔNG TY TNHH VODAPLAY VIỆT NAM	Quản lý Cloud & Kubernetes Security, IAM/RBAC, Secrets, access control và compliance.
510	[TopCV] Senior DevOps / Cloud Infrastructure Engineer - CÔNG TY TNHH VODAPLAY VIỆT NAM	Phối hợp với các team kỹ thuật trong deployment, troubleshooting và tối ưu hệ thống; xây
511	[TopCV] Senior DevOps / Cloud Infrastructure Engineer - CÔNG TY TNHH VODAPLAY VIỆT NAM	Từ 4 năm kinh nghiệm DevOps / SRE / Cloud Infrastructure / Platform Engineering.
512	[TopCV] Senior DevOps / Cloud Infrastructure Engineer - CÔNG TY TNHH VODAPLAY VIỆT NAM	Thành thạo Linux, Docker, Kubernetes/EKS, Terraform.
513	[TopCV] Senior DevOps / Cloud Infrastructure Engineer - CÔNG TY TNHH VODAPLAY VIỆT NAM	Có kinh nghiệm thực tế với AWS và vận hành Production.
514	[TopCV] Senior DevOps / Cloud Infrastructure Engineer - CÔNG TY TNHH VODAPLAY VIỆT NAM	Có kinh nghiệm CI/CD, GitLab CI/CD, ArgoCD/GitOps, Helm.
515	[TopCV] Senior DevOps / Cloud Infrastructure Engineer - CÔNG TY TNHH VODAPLAY VIỆT NAM	Có khả năng troubleshooting và xử lý sự cố Production độc lập.
516	[TopCV] Senior DevOps / Cloud Infrastructure Engineer - CÔNG TY TNHH VODAPLAY VIỆT NAM	Ưu tiên:
517	[TopCV] Senior DevOps / Cloud Infrastructure Engineer - CÔNG TY TNHH VODAPLAY VIỆT NAM	Kinh nghiệm Microservices / Cloud-Native / Large-scale system.
518	[TopCV] Senior DevOps / Cloud Infrastructure Engineer - CÔNG TY TNHH VODAPLAY VIỆT NAM	Biết Prometheus, Grafana, ELK/OpenSearch, OpenTelemetry.
519	[TopCV] Senior DevOps / Cloud Infrastructure Engineer - CÔNG TY TNHH VODAPLAY VIỆT NAM	Có kinh nghiệm AI/ML Platform, GPU, Kafka/RabbitMQ/Redis hoặc Cloud Security.
520	[TopCV] Senior DevOps / Cloud Infrastructure Engineer - CÔNG TY TNHH VODAPLAY VIỆT NAM	Chúng tôi tìm kiếm:
521	[TopCV] Senior DevOps / Cloud Infrastructure Engineer - CÔNG TY TNHH VODAPLAY VIỆT NAM	Tư duy Ownership và Production First.
522	[TopCV] Senior DevOps / Cloud Infrastructure Engineer - CÔNG TY TNHH VODAPLAY VIỆT NAM	Khả năng làm việc độc lập và giải quyết vấn đề tốt.
523	[TopCV] Senior DevOps / Cloud Infrastructure Engineer - CÔNG TY TNHH VODAPLAY VIỆT NAM	Chủ động cải tiến và xây dựng nền tảng kỹ thuật dài hạn.
524	[TopCV] Senior DevOps / Cloud Infrastructure Engineer - CÔNG TY TNHH VODAPLAY VIỆT NAM	Khả năng phối hợp hiệu quả với các nhóm kỹ thuật.
525	[TopCV] Java Engineer (Payment & Cloud AWS) - Java Engineer (Payment & Cloud AWS)	Design, develop, and optimize backend services for payment and fund transfer systems (Payment Hub, Fund Transfer) using Java and Spring Boot.
526	[TopCV] Java Engineer (Payment & Cloud AWS) - Java Engineer (Payment & Cloud AWS)	Deploy, operate, and monitor applications on AWS cloud infrastructure (EC2, ECS/EKS, RDS, Lambda, API Gateway, SQS/SNS, etc.).
527	[TopCV] Java Engineer (Payment & Cloud AWS) - Java Engineer (Payment & Cloud AWS)	Integrate and process interbank fund transfer workflows, including:
528	[TopCV] Java Engineer (Payment & Cloud AWS) - Java Engineer (Payment & Cloud AWS)	IBFT (24/7 Fast Transfer via NAPAS);
529	[TopCV] Java Engineer (Payment & Cloud AWS) - Java Engineer (Payment & Cloud AWS)	CITAD (State Bank of Vietnam Interbank Electronic Payment System);
